Parent MNE	WikiID		WikiTopic		MID		Weight
Jardine Matheson Holdings Ltd	Q6747863	>>	Mandarin_Oriental_Hyde_Park,_London	>>	/m/0j42k89	>>	1,096432744
Jardine Matheson Holdings Ltd	Q15954296	>>	Mandarin_Oriental_Macau	>>	/g/155t05_h	>>	0,497401599
Jardine Matheson Holdings Ltd	Q15244528	>>	Mandarin_Oriental,_Miami	>>	/m/0c02hyl	>>	0,321663081
Johnson & Johnson	Q944073	>>	Listerine	>>	/m/04qr2	>>	46,54573888
Johnson & Johnson	Q2451589	>>	Neutrogena	>>	/m/061t8w	>>	21,60182415
Johnson & Johnson	Q4037082	>>	DePuy	>>	/m/06cz0t	>>	7,984176198
Johnson & Johnson	Q343217	>>	Actelion	>>	/m/0gjby2x	>>	7,787977684
Johnson & Johnson	Q503072	>>	Synthes	>>	/g/121_58d_	>>	6,171858385
Johnson & Johnson	Q1053653	>>	Janssen_Biotech	>>	/m/0gt7s0	>>	3,685557903
Johnson & Johnson	Q6544627	>>	LifeScan	>>	/m/027vzkb	>>	3,396936617
Johnson & Johnson	Q4738813	>>	Alza	>>	/g/11bwf645qf	>>	1,639145041
Johnson & Johnson	Q6817592	>>	Mentor_(company)	>>	/m/03p3k_7	>>	1,186785143
Johnson Controls International PLC	Q667865	>>	Johnson_Controls	>>	/m/04wm1w	>>	90,25277513
Johnson Controls International PLC	Q4770800	>>	Ansul	>>	/m/05_5_y3	>>	4,381467105
Johnson Controls International PLC	Q16949797	>>	SimplexGrinnell	>>	/m/0737ry	>>	3,634486172
Johnson Controls International PLC	Q17090586	>>	Tyco_Integrated_Security	>>	/m/0wzv7rr	>>	1,731271596
KBC Groep NV	Q29560723	>>	KBC_Bank	>>	/g/11bc5kpd37	>>	78,94413535
KBC Groep NV	Q7887555	>>	United_Bulgarian_Bank	>>	/m/0df4hy	>>	10,01924753
KBC Groep NV	Q4041967	>>	KBC_Bank_Ireland	>>	/m/05ssnd	>>	9,010653422
KBC Groep NV	Q5206996	>>	DZI_(company)	>>	/m/0gg8q0	>>	2,025963693
KDDI Corp	Q971946	>>	KDDI	>>	/m/02fyz1	>>	56,9361015
KDDI Corp	Q307110	>>	Au_(mobile_phone_company)	>>	/m/07l9tt	>>	27,91067231
KDDI Corp	Q4835667	>>	BIGLOBE	>>	/m/03nn2kl	>>	15,15322619
Kao Corp	Q902855	>>	Kao_Corporation	>>	/m/09b_pk	>>	100
Kering SA	Q178516	>>	Gucci	>>	/m/03gc5x	>>	28,3287483
Kering SA	Q157064	>>	Puma_(brand)	>>	/m/03r_n_	>>	20,21782085
Kering SA	Q931207	>>	Kering	>>	/m/072fr1	>>	17,97385164
Kering SA	Q1530892	>>	Balenciaga	>>	/m/050h97	>>	15,3639568
Kering SA	Q2282172	>>	Yves_Saint_Laurent_(brand)	>>	/m/03ccxvf	>>	6,544053323
Kering SA	Q894874	>>	Bottega_Veneta	>>	/m/04bnxg	>>	3,14152137
Kering SA	Q13882231	>>	Alexander_McQueen_(brand)	>>	/m/0dll7rs	>>	1,674132202
Kering SA	Q2021416	>>	Volcom	>>	/m/06kj_8	>>	1,460715381
Kering SA	Q690001	>>	Ulysse_Nardin	>>	/m/06rp_s	>>	1,158007512
Kering SA	Q848553	>>	Boucheron	>>	/m/04d5xq	>>	1,102007666
Kering SA	Q849724	>>	Brioni_(brand)	>>	/m/06b6k7	>>	1,098820683
Kering SA	Q676416	>>	Girard-Perregaux	>>	/m/07bpx_	>>	0,996370837
Kering SA	Q3907789	>>	Pomellato	>>	/m/0gtvm16	>>	0,463656067
Kering SA	Q5112657	>>	Christopher_Kane	>>	/m/02w1kh7	>>	0,309137358
Kering SA	Q5161882	>>	Qeelin	>>	/m/0r4v84k	>>	0,167200014
Keurig Dr Pepper Inc	Q3116111	>>	Keurig_Dr_Pepper	>>	/m/0ddy9k	>>	51,20519671
Keurig Dr Pepper Inc	Q1254149	>>	Dr_Pepper_Snapple_Group	>>	/m/043lkf2	>>	25,71153301
Keurig Dr Pepper Inc	Q6395629	>>	Keurig	>>	/m/0dcpdp	>>	20,5246359
Keurig Dr Pepper Inc	Q3554415	>>	Van_Houtte	>>	/m/0d4f6b	>>	2,558634386
Keyence Corp	Q1475699	>>	Keyence	>>	/m/06z7n5	>>	100
Kimberly-Clark Corp	Q1741634	>>	Kimberly-Clark	>>	/m/01c5rq	>>	100
Kinder Morgan Inc	Q931032	>>	Kinder_Morgan	>>	/m/025svrx	>>	100
Koninklijke Ahold Delhaize NV	Q20539261	>>	Ahold_Delhaize	>>	/g/11bc6wbsk0	>>	19,95251717
Koninklijke Ahold Delhaize NV	Q1653985	>>	Albert_Heijn	>>	/m/042t4z	>>	18,07375656
Koninklijke Ahold Delhaize NV	Q795473	>>	Ahold	>>	/m/036wmr	>>	12,90266103
Koninklijke Ahold Delhaize NV	Q1435950	>>	Food_Lion	>>	/m/03_z9k	>>	11,28440476
Koninklijke Ahold Delhaize NV	Q14903417	>>	Delhaize_Group	>>	/m/02_d7l	>>	8,461400532
Koninklijke Ahold Delhaize NV	Q609913	>>	Bol.com	>>	/m/0vb51d7	>>	8,189224255
Koninklijke Ahold Delhaize NV	Q5648760	>>	Hannaford_Brothers_Company	>>	/m/0272chn	>>	4,158342651
Koninklijke Ahold Delhaize NV	Q6808085	>>	Mega_Image	>>	/m/02w9thn	>>	4,109540379
Koninklijke Ahold Delhaize NV	Q5558336	>>	Giant_Food_(Landover)	>>	/m/0dl2rx	>>	3,394337583
Koninklijke Ahold Delhaize NV	Q5558332	>>	Giant_Food_Stores	>>	/m/0dl2pv	>>	3,29529519
Koninklijke Ahold Delhaize NV	Q7157957	>>	Peapod	>>	/m/08hybj	>>	3,115648698
Koninklijke Ahold Delhaize NV	Q2609459	>>	Etos	>>	/m/03nnbql	>>	3,062871198
Koninklijke Philips NV	Q170416	>>	Philips	>>	/m/05w3y	>>	90,12424132
Koninklijke Philips NV	Q630670	>>	Magnavox	>>	/m/09tgv	>>	5,749860658
Koninklijke Philips NV	Q2336380	>>	Signify	>>	/g/122t67m8	>>	1,981655237
Koninklijke Philips NV	Q7315931	>>	Respironics	>>	/m/012z36	>>	1,319615762
Koninklijke Philips NV	Q7185503	>>	Philips_Avent	>>	/m/0523s92	>>	0,824627018
Kotak Mahindra Bank Ltd	Q2040404	>>	Kotak_Mahindra_Bank	>>	/m/09jrw1	>>	100
Kraft Heinz Co	Q850324	>>	Heinz	>>	/m/03ly9	>>	49,66368533
Kraft Heinz Co	Q19681433	>>	Kraft_Heinz	>>	/m/01311njn	>>	44,48142841
Kraft Heinz Co	Q7201637	>>	Planters	>>	/m/02mwjq	>>	3,414867158
Kraft Heinz Co	Q3355804	>>	Ore-Ida	>>	/m/06n7ty	>>	2,440019107
Kweichow Moutai Co Ltd	Q1518607	>>	Kweichow_Moutai	>>	/m/047rqkn	>>	100
LOreal SA	Q1351054	>>	Maybelline	>>	/m/0myrq	>>	70,10545878
LOreal SA	Q23671513	>>	NYX_Professional_Makeup	>>	/g/11c2l1w51j	>>	14,17690526
LOreal SA	Q2494771	>>	Biotherm	>>	/m/0f8ytn	>>	13,63854924
LOreal SA	Q5127056	>>	Clarisonic	>>	/m/0ch4n08	>>	2,079086712
LafargeHolcim Ltd	Q1144929	>>	Lafarge_(company)	>>	/m/05nn3d	>>	36,50099198
LafargeHolcim Ltd	Q16466481	>>	LafargeHolcim	>>	/m/01084vx2	>>	30,55577854
LafargeHolcim Ltd	Q649343	>>	ACC_(company)	>>	/m/0793mf	>>	16,33218271
LafargeHolcim Ltd	Q459976	>>	Ambuja_Cements	>>	/m/02rlybk	>>	13,29315703
LafargeHolcim Ltd	Q4692242	>>	Aggregate_Industries	>>	/m/02pm9sg	>>	3,317889731
Las Vegas Sands Corp	Q548679	>>	Marina_Bay_Sands	>>	/m/0dd903	>>	61,34641709
Las Vegas Sands Corp	Q1506045	>>	Las_Vegas_Sands	>>	/m/04v0y7	>>	15,92538827
Las Vegas Sands Corp	Q1049209	>>	The_Venetian_Las_Vegas	>>	/m/03zddt	>>	15,06798608
Las Vegas Sands Corp	Q18207985	>>	The_Parisian_Macao	>>	/m/011qb45n	>>	2,74232699
Las Vegas Sands Corp	Q3041578	>>	Sands_Macao	>>	/m/077vgl	>>	2,284355958
Las Vegas Sands Corp	Q5175280	>>	Cotai_Water_Jet	>>	/m/04ghhw_	>>	1,348959735
Las Vegas Sands Corp	Q15913951	>>	Sands_China	>>	/m/011qdvf3	>>	1,284565874
Linde PLC	Q682759	>>	Linde_plc	>>	/g/1234zd1f	>>	71,04090895
Linde PLC	Q902780	>>	Praxair	>>	/m/0cmt60	>>	28,95909105
Lloyds Banking Group PLC	Q1152764	>>	Lloyds_Banking_Group	>>	/m/05c1rb4	>>	31,55879993
Lloyds Banking Group PLC	Q1152847	>>	Lloyds_Bank	>>	/m/0354ws	>>	29,7252729
Lloyds Banking Group PLC	Q627381	>>	Bank_of_Scotland	>>	/m/01pzn_	>>	18,02875816
Lloyds Banking Group PLC	Q3310164	>>	Halifax_(bank)	>>	/m/01pzq7	>>	11,15867028
Lloyds Banking Group PLC	Q3476358	>>	Scottish_Widows	>>	/m/05hg8c	>>	6,853079973
Lloyds Banking Group PLC	Q25207364	>>	Black_Horse_(company)	>>	/g/11cn6d8mnx	>>	1,539955656
Lloyds Banking Group PLC	Q6537606	>>	Lex_Autolease	>>	/m/02p_9pb	>>	1,135463102
Lockheed Martin Corp	Q7240	>>	Lockheed_Martin	>>	/m/0hkqn	>>	77,38376712
Lockheed Martin Corp	Q549189	>>	Sikorsky_Aircraft	>>	/m/01ncxn	>>	22,61623288
Lowes Companies Inc	Q3415283	>>	Rona,_Inc.	>>	/m/02p1k7	>>	100
LyondellBasell Industries NV	Q899255	>>	LyondellBasell	>>	/m/05x0y5	>>	89,71607
LyondellBasell Industries NV	Q279170	>>	A._Schulman	>>	/m/03p1cfy	>>	10,28393
MTR Corp Ltd	Q1479375	>>	MTR_Corporation	>>	/m/046w7v	>>	65,52757061
MTR Corp Ltd	Q10931299	>>	Metro_Trains_Melbourne	>>	/m/06w78qs	>>	34,47242939
Macquarie Group Ltd	Q1200904	>>	Macquarie_Group	>>	/m/03d9ln0	>>	99,06715069
Macquarie Group Ltd	Q5396727	>>	Esanda	>>	/m/03c30j_	>>	0,932849312
Malayan Banking Bhd	Q1364018	>>	Maybank	>>	/m/03_nyf	>>	95,49647677
Malayan Banking Bhd	Q17062292	>>	Maybank_Kim_Eng	>>	/m/0_fnk3k	>>	4,503523229
Manulife Financial Corp	Q1652574	>>	Manulife	>>	/m/066t7w	>>	80,05044834
Manulife Financial Corp	Q6237561	>>	John_Hancock_Financial	>>	/m/047kfj	>>	18,82308593
Manulife Financial Corp	Q6753158	>>	Manulife_Philippines	>>	/m/0b6n20j	>>	1,126465729
Marathon Petroleum Corp	Q458363	>>	Marathon_Petroleum	>>	/m/04hhy4	>>	46,68291095
Marathon Petroleum Corp	Q7575683	>>	Speedway_LLC	>>	/m/04hhv9	>>	35,67921817
Marathon Petroleum Corp	Q2037080	>>	Andeavor	>>	/m/01snl6	>>	17,63787088
Marriott International Inc	Q1141173	>>	Marriott_International	>>	/m/04fv0k	>>	37,39263791
Marriott International Inc	Q782200	>>	The_Ritz-Carlton_Hotel_Company	>>	/m/0288kpv	>>	11,89905795
Marriott International Inc	Q634831	>>	Sheraton_Hotels_and_Resorts	>>	/m/04sm8g	>>	10,05485981
Marriott International Inc	Q1067636	>>	JW_Marriott_Hotels	>>	/m/07_8dk	>>	6,014699951
Marriott International Inc	Q7958488	>>	W_Hotels	>>	/m/0r4sf2y	>>	4,771743275
Marriott International Inc	Q1053170	>>	Courtyard_by_Marriott	>>	/m/0fs7rm	>>	3,294754797
Marriott International Inc	Q4734166	>>	Aloft_Hotels	>>	/m/0fqsk83	>>	2,270604091
Marriott International Inc	Q1439966	>>	Four_Points_by_Sheraton	>>	/m/025s9dq	>>	2,100339071
Marriott International Inc	Q2143252	>>	Renaissance_Hotels	>>	/m/0959rd	>>	2,09744809
Marriott International Inc	Q7315394	>>	Residence_Inn_by_Marriott	>>	/m/09v0xd	>>	1,687699701
Marriott International Inc	Q3099664	>>	Gaylord_Hotels	>>	/m/0dmhsz	>>	1,626300769
Marriott International Inc	Q689447	>>	Algonquin_Hotel	>>	/g/120xtw_1	>>	1,58789202
Marriott International Inc	Q7760943	>>	The_Ritz-Carlton,_Hong_Kong	>>	/m/063zdvz	>>	1,570931598
Marriott International Inc	Q7590892	>>	St._Pancras_Renaissance_London_Hotel	>>	/m/0gfj172	>>	1,452649171
Marriott International Inc	Q5653536	>>	AC_Hotels	>>	/m/0ryt_j8	>>	1,387340531
Marriott International Inc	Q371058	>>	Westin_Bonaventure_Hotel	>>	/m/04jnjd	>>	1,292709083
Marriott International Inc	Q5610641	>>	Grosvenor_House_Hotel	>>	/m/0556cx	>>	1,139294353
Marriott International Inc	Q1630919	>>	Hotel_Imperial	>>	/m/07_9ph	>>	0,924618356
Marriott International Inc	Q1630844	>>	Hotel_Bristol,_Warsaw	>>	/m/03y39ml	>>	0,894414487
Marriott International Inc	Q7830092	>>	TownePlace_Suites	>>	/m/0glv4c	>>	0,79201869
Marriott International Inc	Q19872869	>>	Autograph_Collection	>>	/m/0134ly3t	>>	0,777343519
Marriott International Inc	Q5264274	>>	Design_Hotels	>>	/m/04y9ym1	>>	0,62315786
Marriott International Inc	Q7932781	>>	Vinoy_Park_Hotel	>>	/m/025xh96	>>	0,585795371
Marriott International Inc	Q14874939	>>	Delta_Bessborough	>>	/m/08myms	>>	0,524010975
Marriott International Inc	Q10363091	>>	The_Ritz-Carlton_Millenia_Singapore	>>	/m/0bz_b4	>>	0,510189332
Marriott International Inc	Q17092570	>>	Protea_Hotels_by_Marriott	>>	/m/0_1dx3l	>>	0,435822285
Marriott International Inc	Q5911999	>>	Hotel_St._Moritz	>>	/m/0ds4fd_	>>	0,425084355
Marriott International Inc	Q7581379	>>	Sprowston_Manor	>>	/m/03gwg56	>>	0,286372328
Marriott International Inc	Q19871679	>>	Bulgari_Hotel_and_Residences	>>	/m/0134glkn	>>	0,237969044
Marriott International Inc	Q1630829	>>	Hotel_Bellevue_(Dresden)	>>	/g/120lqcfl	>>	0,213244273
Marriott International Inc	Q18152003	>>	Marriott_Marquis_Houston	>>	/m/0115mp6j	>>	0,181911544
Marriott International Inc	Q7431003	>>	Renaissance_Schaumburg_Convention_Center_Hotel	>>	/m/0ds0rj	>>	0,176294781
Marriott International Inc	Q7216452	>>	Sheraton_Tel_Aviv_Hotel	>>	/g/121t16fk	>>	0,174670325
Marriott International Inc	Q22917041	>>	Phoenician_Resort	>>	/g/11c3x8dtwg	>>	0,168585498
Marriott International Inc	Q16899261	>>	Renaissance_Cleveland_Hotel	>>	/m/0102g189	>>	0,137748366
Marriott International Inc	Q17036171	>>	Westin_Grand_Cayman	>>	/m/0t53vp0	>>	0,097605029
Marriott International Inc	Q16800975	>>	Poinsett_Hotel	>>	/m/010gqv2m	>>	0,081993731
Marriott International Inc	Q5330737	>>	The_Westin_Portland_Harborview	>>	/m/09k6vgp	>>	0,075991503
Marriott International Inc	Q7715825	>>	Battle_House_Hotel	>>	/g/1tcwmbgy	>>	0,034196176
Marsh & McLennan Companies Inc	Q1391599	>>	Mercer_(consulting_firm)	>>	/m/0277mtl	>>	53,16700241
Marsh & McLennan Companies Inc	Q1726060	>>	Oliver_Wyman	>>	/m/026ksdx	>>	33,31459037
Marsh & McLennan Companies Inc	Q28206636	>>	Marsh_(company)	>>	/g/11cp5g7nzh	>>	13,51840723
Maruti Suzuki India Ltd	Q181642	>>	Suzuki	>>	/m/02ws0w	>>	100
Mastercard Inc	Q489921	>>	Mastercard	>>	/m/021b7r	>>	88,44915031
Mastercard Inc	Q1093128	>>	Cirrus_(interbank_network)	>>	/m/04r9dx	>>	11,55084969
Medtronic PLC	Q642189	>>	Medtronic	>>	/m/03z4j3	>>	96,04714932
Medtronic PLC	Q15109906	>>	Mazor_Robotics	>>	/m/0y4vhjt	>>	3,952850682
Meituan Dianping	Q15907772	>>	Meituan-Dianping	>>	/g/155smjgv	>>	50
Meituan Dianping	Q15907772	>>	Meituan-Dianping	>>	/g/11b768wszc	>>	50
MetLife Inc	Q607131	>>	MetLife	>>	/m/03kt1t	>>	100
Micron Technology Inc	Q1197548	>>	Micron_Technology	>>	/m/02gdqy	>>	71,66774509
Micron Technology Inc	Q1192687	>>	Elpida_Memory	>>	/m/02qlzyx	>>	17,81688664
Micron Technology Inc	Q2038654	>>	Lexar	>>	/m/09n47s2	>>	7,717967127
Micron Technology Inc	Q16847321	>>	IM_Flash_Technologies	>>	/m/02w1xl2	>>	2,797401147
Microsoft Corp	Q2283	>>	Microsoft	>>	/m/04sv4	>>	54,48775628
Microsoft Corp	Q213660	>>	LinkedIn	>>	/m/03vgrr	>>	30,00938301
Microsoft Corp	Q642707	>>	Rare_(company)	>>	/m/01qvcr	>>	4,346654684
Microsoft Corp	Q1129295	>>	Mojang	>>	/m/0g9wp4x	>>	4,180687405
Microsoft Corp	Q73801	>>	Xbox_Game_Studios	>>	/m/02brqp	>>	2,709254062
Microsoft Corp	Q2277744	>>	Avanade	>>	/m/094456	>>	1,041551176
Microsoft Corp	Q1426432	>>	LinkedIn_SlideShare	>>	/m/02rzkxw	>>	0,873810324
Microsoft Corp	Q17067960	>>	LinkedIn_Learning	>>	/m/05xp0wv	>>	0,692772126
Microsoft Corp	Q649655	>>	Sysinternals	>>	/m/0982l4	>>	0,56781094
Microsoft Corp	Q130729	>>	Turn_10_Studios	>>	/m/047s8m9	>>	0,464943668
Microsoft Corp	Q958338	>>	Microsoft_TechNet	>>	/m/026h3wr	>>	0,359473967
Microsoft Corp	Q6840157	>>	Microsoft_Japan	>>	/m/089k_1	>>	0,171902957
Microsoft Corp	Q6840202	>>	Microsoft_Research_Asia	>>	/m/02r8r86	>>	0,093999403
Midea Group Co Ltd	Q2609533	>>	Midea_Group	>>	/m/09sdbv	>>	49,96655047
Midea Group Co Ltd	Q163566	>>	KUKA	>>	/m/0666h8	>>	48,56970456
Midea Group Co Ltd	Q552596	>>	KUKA_Systems	>>	/m/0bs3jb6	>>	1,46374497
Mitsubishi Corp	Q650745	>>	Mitsubishi_Corporation	>>	/m/02bk8f	>>	100
Mitsubishi UFJ Financial Group Inc	Q988284	>>	MUFG_Bank	>>	/m/084z7r	>>	47,25889906
Mitsubishi UFJ Financial Group Inc	Q1542175	>>	Mitsubishi_UFJ_Financial_Group	>>	/m/084y_s	>>	22,04162514
Mitsubishi UFJ Financial Group Inc	Q1442804	>>	MUFG_Union_Bank	>>	/m/0gkyzq	>>	7,091972449
Mitsubishi UFJ Financial Group Inc	Q6883172	>>	Mitsubishi_UFJ_NICOS	>>	/m/0drx8q0	>>	6,270975217
Mitsubishi UFJ Financial Group Inc	Q6883174	>>	Mitsubishi_UFJ_Securities	>>	/m/085hkc	>>	6,157479236
Mitsubishi UFJ Financial Group Inc	Q782537	>>	Bank_of_Ayudhya	>>	/m/05b_jt9	>>	6,088554001
Mitsubishi UFJ Financial Group Inc	Q6883178	>>	Mitsubishi_UFJ_Trust_and_Banking_Corporation	>>	/m/085hff	>>	5,090494898
Mitsui & Co Ltd	Q11354273	>>	Mitsui_Knowledge_Industry	>>	/g/1225qdww	>>	52,06390807
Mitsui & Co Ltd	Q17063153	>>	Paul_Stuart	>>	/m/02zbmy0	>>	47,93609193
Mizuho Financial Group Inc	Q2882956	>>	Mizuho_Bank	>>	/m/022103	>>	65,27511162
Mizuho Financial Group Inc	Q166621	>>	Mizuho_Financial_Group	>>	/m/0220yt	>>	26,2291163
Mizuho Financial Group Inc	Q6884799	>>	Mizuho_Securities	>>	/m/09h8f4	>>	8,495772083
Mondelez International Inc	Q12857502	>>	Mondelez_International	>>	/m/0n52yk7	>>	57,16631078
Mondelez International Inc	Q6677525	>>	Cadbury	>>	/m/0f7n6	>>	36,48961785
Mondelez International Inc	Q2468046	>>	Jacobs_(coffee)	>>	/m/0bzgkp	>>	3,242725681
Mondelez International Inc	Q638523	>>	Tassimo	>>	/m/0bzkhj	>>	3,101345694
Monster Beverage Corp	Q1945295	>>	Monster_Beverage	>>	/m/0fx4h7	>>	100
Moodys Corp	Q24997237	>>	Bureau_van_Dijk	>>	/g/11x984ykb	>>	100
Morgan Stanley	Q334204	>>	Morgan_Stanley	>>	/m/0jvs0	>>	100
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q166637	>>	Munich_Re	>>	/m/04mc6g	>>	62,71738628
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q541909	>>	Ergo_Group	>>	/m/0bmk5jb	>>	18,13903471
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q14552531	>>	DKV_Deutsche_Krankenversicherung	>>	/g/121lmsr6	>>	7,998774311
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q5674528	>>	Hartford_Steam_Boiler_Inspection_and_Insurance_Company	>>	/m/04mxrgw	>>	4,115596309
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q1881316	>>	MEAG	>>	/g/121hxj15	>>	3,450139914
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q1350606	>>	Ergo_Direkt	>>	/g/11b6jcnm69	>>	3,086769501
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	Q1377479	>>	Ergo_Reiseversicherung	>>	/m/04nr0y9	>>	0,492298976
Murata Manufacturing Co Ltd	Q613325	>>	Murata_Manufacturing	>>	/m/0763h8	>>	100
NK Lukoil PAO	Q329347	>>	Lukoil	>>	/m/03_klx	>>	97,04942973
NK Lukoil PAO	Q7692079	>>	Teboil	>>	/m/04f3nkc	>>	2,950570273
NK Rosneft PAO	Q1141123	>>	Rosneft	>>	/m/04s4_v	>>	95,5027094
NK Rosneft PAO	Q3154144	>>	Yuganskneftegaz	>>	/m/04r0tr	>>	4,497290604
NVIDIA Corp	Q182477	>>	Nvidia	>>	/m/09rh_	>>	99,38455133
NVIDIA Corp	Q5985959	>>	Icera	>>	/m/0bwjx5j	>>	0,615448669
NXP Semiconductors NV	Q1155668	>>	NXP_Semiconductors	>>	/m/0gp7yz	>>	100
Naspers Ltd	Q1948478	>>	OLX	>>	/m/02qkn6p	>>	79,19716637
Naspers Ltd	Q1155790	>>	DStv	>>	/m/073jrq	>>	11,05132687
Naspers Ltd	Q3642635	>>	MultiChoice	>>	/m/0797s8	>>	4,646707376
Naspers Ltd	Q15122623	>>	Movile_(company)	>>	/m/0wzrjh_	>>	3,897309978
Naspers Ltd	Q775546	>>	Irdeto	>>	/m/010x8_tr	>>	0,634823997
Naspers Ltd	Q562131	>>	Tradus	>>	/g/11bc5j2fb4	>>	0,572665407
National Australia Bank Ltd	Q806687	>>	Bank_of_New_Zealand	>>	/m/039mvv	>>	57,83599343
National Australia Bank Ltd	Q6716572	>>	MLC_Limited	>>	/m/02rd843	>>	42,16400657
National Grid PLC	Q1465461	>>	National_Grid_plc	>>	/m/07vpy2	>>	100
Naturgy Energy Group SA	Q474690	>>	Naturgy	>>	/m/0fzjsn	>>	100
Nestle SA	Q301301	>>	Nespresso	>>	/g/1228rmpd	>>	31,84750748
Nestle SA	Q629009	>>	S.Pellegrino	>>	/m/06tyv4	>>	16,40831441
Nestle SA	Q688424	>>	Maggi	>>	/m/099bgl	>>	12,20733644
Nestle SA	Q1993628	>>	Nestea	>>	/m/070lyw	>>	6,763155825
Nestle SA	Q2222482	>>	Sanpellegrino	>>	/g/122kbs9m	>>	4,974280027
Nestle SA	Q1003155	>>	Buitoni	>>	/m/0hr8f8h	>>	4,741983416
Nestle SA	Q2308887	>>	Vittel_(water)	>>	/m/0fhzkx	>>	4,409123481
Nestle SA	Q523452	>>	Gerber_Products_Company	>>	/m/029rjz	>>	4,167958212
Nestle SA	Q7208905	>>	Poland_Spring	>>	/m/05b3xy	>>	4,124341009
Nestle SA	Q1529946	>>	Acqua_Panna	>>	/m/0fhzfb	>>	3,907862766
Nestle SA	Q581008	>>	Galderma	>>	/m/0hhq059	>>	3,831779013
Nestle SA	Q2915350	>>	Osem_(company)	>>	/m/0c_s6s	>>	2,003953727
Nestle SA	Q4887469	>>	Beneful	>>	/m/027j7ws	>>	0,310817948
Nestle SA	Q7261252	>>	Purina_One	>>	/m/0fwx4v	>>	0,301586245
NetEase Inc	Q196259	>>	NetEase	>>	/m/07xm8h	>>	93,37583038
NetEase Inc	Q8057730	>>	Youdao	>>	/m/04gpyp4	>>	6,624169619
Nextera Energy Inc	Q3339191	>>	NextEra_Energy_Resources	>>	/m/05sxl83	>>	100
Nidec Corp	Q3341241	>>	Nidec	>>	/m/03p2sqs	>>	66,36665634
Nidec Corp	Q1423176	>>	Mitsubishi_Materials	>>	/m/0clj_c0	>>	25,30168042
Nidec Corp	Q1989911	>>	Nidec_Sankyo	>>	/m/0118z3th	>>	8,331663235
Nike Inc	Q483915	>>	Nike,_Inc.	>>	/m/0lwkh	>>	83,4906205
Nike Inc	Q319515	>>	Converse_(shoe_company)	>>	/m/0140d2	>>	14,56161972
Nike Inc	Q3266971	>>	Hurley_International	>>	/m/08qt1l	>>	1,947759772
Nintendo Co Ltd	Q8093	>>	Nintendo	>>	/m/059wk	>>	93,72125639
Nintendo Co Ltd	Q1239326	>>	Monolith_Soft	>>	/m/03ft9y	>>	6,278743613
Nippon Telegraph and Telephone Corp	Q1054787	>>	Nippon_Telegraph_and_Telephone	>>	/m/01c3fq	>>	32,49815781
Nippon Telegraph and Telephone Corp	Q1030691	>>	NTT_Data	>>	/m/05mybp8	>>	30,02656147
Nippon Telegraph and Telephone Corp	Q3265728	>>	Tower_Records	>>	/m/04nbvl	>>	13,13616425
Nippon Telegraph and Telephone Corp	Q6955512	>>	NTT_Communications	>>	/m/0gnc47	>>	9,852823918
Nippon Telegraph and Telephone Corp	Q1225703	>>	Dimension_Data	>>	/m/02qk4zq	>>	7,240859674
Nippon Telegraph and Telephone Corp	Q11236098	>>	NTT_Facilities	>>	/g/122fch8x	>>	2,646042001
Nippon Telegraph and Telephone Corp	Q6955510	>>	NTT_Comware	>>	/m/05pclys	>>	2,26071255
Nippon Telegraph and Telephone Corp	Q6668716	>>	MWEB	>>	/m/047b4_h	>>	1,347325375
Nippon Telegraph and Telephone Corp	Q6055678	>>	Internet_Solutions	>>	/m/0h54_zv	>>	0,807613355
Nippon Telegraph and Telephone Corp	Q10418000	>>	Arkadin	>>	/g/11dyj7g56	>>	0,183739599
Nissan Motor Co Ltd	Q20165	>>	Nissan	>>	/m/05b4c	>>	59,11068704
Nissan Motor Co Ltd	Q29714	>>	Infiniti	>>	/m/01sxnm	>>	31,08063892
Nissan Motor Co Ltd	Q1543585	>>	Nismo	>>	/m/02mp59	>>	3,729708275
Nissan Motor Co Ltd	Q10851180	>>	Jatco	>>	/m/0bmj0h	>>	2,699691767
Nissan Motor Co Ltd	Q822406	>>	Nissan_Motor_Manufacturing_UK	>>	/m/07k3jz	>>	1,573677645
Nissan Motor Co Ltd	Q784450	>>	Autech	>>	/m/06y720	>>	1,233049949
Nissan Motor Co Ltd	Q7041008	>>	Nissan_Motor_India_Private_Limited	>>	/m/07s90vl	>>	0,538850799
Nissan Motor Co Ltd	Q17055920	>>	Nissan_New_Zealand	>>	/m/0415pjl	>>	0,033695604
Nokia Oyj	Q322731	>>	Nokia_Networks	>>	/m/0dwtpj	>>	100
Nordea Bank Abp	Q1123823	>>	Nordea	>>	/m/05hls	>>	100
Norfolk Southern Corp	Q1321054	>>	Norfolk_Southern_Railway	>>	/m/01yxhy	>>	100
Northrop Grumman Corp	Q329953	>>	Northrop_Grumman	>>	/m/01frpd	>>	74,70129009
